Time,Vph(A),Vph(B),Vph(C),Vab,Vbc,Vca,Iph(A),Iph(B),Iph(C),Ptotal,Qtotal,P.F.total,Pph(A),Pph(B),Pph(C),Qph(A),Qph(B),Qph(C),P.F(A),P.F(B),P.F(C),Frequency,Sph(A),Sph(B),Sph(C),Stotal
6:11:35,0.05,98.30,101.70,121.20,35.10,171.50,32.20,176.50,194.80,5880.780,2628.220,219.10,129.20,142.80,194.10,242.40,117.80,188.40,202.80,276.50,211.30,148.20,168.10,103.20,35.30,2071.01
6:11:40,0.05,98.30,101.70,121.20,35.10,138.10,177.00,200.00,21.00,6691.910,4096.470,123.90,18.90,266.90,47.60,31.40,143.20,215.20,203.80,68.60,201.40,245.60,151.30,287.20,172.00,1909.02
6:11:45,16.33,89.90,101.70,121.20,35.10,138.10,177.00,200.00,21.00,6691.910,4096.470,123.90,18.90,266.90,47.60,31.40,143.20,215.20,203.80,68.60,201.40,245.60,151.30,287.20,172.00,1909.02
6:11:50,16.33,89.90,192.20,217.70,139.50,256.40,259.70,144.90,205.80,3755.690,518.970,276.40,4.00,253.60,39.10,250.30,286.60,124.20,44.70,164.50,289.80,158.60,92.70,6.50,188.70,5935.97
6:11:55,16.33,89.90,192.20,217.70,139.50,256.40,259.70,144.90,205.80,3755.690,518.970,276.40,4.00,253.60,39.10,250.30,286.60,124.20,44.70,164.50,289.80,158.60,92.70,6.50,188.70,5935.97
6:12:0,22.72,193.40,117.60,122.60,82.40,246.60,199.00,151.60,86.90,2919.670,6555.160,64.70,76.30,259.60,255.60,5.40,224.60,63.10,138.60,235.90,201.20,284.70,204.40,291.30,78.60,4725.09
6:12:5,22.72,193.40,117.60,122.60,82.40,246.60,199.00,151.60,86.90,2919.670,6555.160,64.70,76.30,259.60,255.60,5.40,224.60,63.10,138.60,235.90,201.20,284.70,204.40,291.30,78.60,4739.76
6:12:10,5.76,97.60,64.80,250.20,62.40,30.30,182.10,3.10,218.60,1683.920,6280.750,190.40,257.40,239.20,235.30,112.30,77.30,6.20,293.90,162.00,92.60,28.00,193.70,120.70,78.60,4739.76
6:12:15,5.76,97.60,64.80,250.20,62.40,30.30,182.10,3.10,218.60,1683.920,6280.750,190.40,257.40,239.20,235.30,112.30,77.30,6.20,293.90,162.00,92.60,28.00,193.70,120.70,158.40,6331.37
6:12:20,7.48,97.10,80.70,108.00,264.20,34.80,235.60,32.30,270.60,6618.860,5392.580,127.00,0.50,76.30,152.60,90.80,265.10,80.50,264.00,77.00,162.10,228.20,193.70,120.70,158.40,6331.37
6:12:25,7.48,97.10,80.70,108.00,264.20,34.80,235.60,32.30,270.60,6618.860,5392.580,127.00,0.50,76.30,152.60,90.80,265.10,80.50,264.00,77.00,162.10,228.20,48.00,252.70,245.90,7365.54
6:12:30,16.89,36.10,210.40,193.70,182.00,287.60,294.50,227.70,277.20,840.210,1751.160,180.80,82.70,284.60,127.10,231.60,60.70,147.30,90.60,244.60,158.00,13.60,48.00,252.70,245.90,7365.54
6:12:35,16.89,36.10,210.40,193.70,182.00,287.60,294.50,227.70,277.20,840.210,1751.160,180.80,82.70,284.60,127.10,231.60,60.70,147.30,90.60,244.60,158.00,13.60,187.90,284.30,47.60,4259.71
6:12:40,19.20,71.80,294.40,152.20,233.40,255.80,66.90,44.00,152.50,5299.280,3066.130,26.90,83.80,33.80,271.60,218.30,93.50,98.80,182.10,37.50,98.90,178.20,187.90,284.30,47.60,4259.71
6:12:45,19.20,71.80,294.40,152.20,233.40,255.80,66.90,44.00,152.50,5299.280,3066.130,26.90,83.80,33.80,271.60,218.30,93.50,98.80,182.10,37.50,98.90,178.20,78.60,151.30,274.00,7545.59
6:12:50,23.05,275.90,139.70,228.60,91.40,86.40,222.00,139.10,135.90,7456.680,2934.700,122.80,232.00,90.70,191.60,240.40,100.00,280.30,105.00,123.80,8.10,179.70,78.60,151.30,274.00,7545.59
6:12:55,23.05,275.90,139.70,228.60,91.40,86.40,222.00,139.10,135.90,7456.680,2934.700,122.80,232.00,90.70,191.60,240.40,100.00,280.30,105.00,123.80,8.10,179.70,268.40,71.30,102.90,681.03
6:13:0,17.32,113.30,94.20,247.90,179.20,179.00,169.90,250.30,151.90,7004.450,3394.380,266.40,279.90,149.80,180.40,258.40,238.80,146.60,14.50,155.30,12.90,13.00,268.40,71.30,102.90,681.03
6:13:5,17.32,113.30,94.20,247.90,179.20,179.00,169.90,250.30,151.90,7004.450,3394.380,266.40,279.90,149.80,180.40,258.40,238.80,146.60,14.50,155.30,12.90,13.00,177.90,77.50,60.60,5712.17
6:13:10,29.98,18.50,275.80,163.70,59.50,222.30,280.60,260.30,64.40,5059.170,5704.660,145.80,86.70,244.90,73.30,14.30,271.80,128.60,9.10,100.20,184.30,241.90,177.90,77.50,60.60,5712.17
6:13:15,29.98,18.50,275.80,163.70,59.50,222.30,280.60,260.30,64.40,5059.170,5704.660,145.80,86.70,244.90,73.30,14.30,271.80,128.60,9.10,100.20,184.30,241.90,152.30,183.30,200.20,2786.06
6:13:20,1.62,8.90,133.60,171.70,181.60,207.10,213.40,39.20,195.20,5765.650,3559.320,191.30,50.90,32.40,49.30,296.80,32.80,83.70,43.70,152.40,173.60,234.40,152.30,183.30,200.20,2786.06
6:13:25,1.62,8.90,133.60,171.70,181.60,207.10,213.40,39.20,195.20,5765.650,3559.320,191.30,50.90,32.40,49.30,296.80,32.80,83.70,43.70,152.40,173.60,234.40,77.20,67.90,31.30,7669.64
6:13:30,18.25,22.80,243.70,169.40,141.20,52.90,177.50,176.60,271.10,965.500,530.870,37.80,30.00,268.60,156.40,147.70,246.80,53.40,267.10,20.80,109.10,151.80,77.20,67.90,31.30,7669.64
6:13:35,18.25,22.80,243.70,169.40,141.20,52.90,177.50,176.60,271.10,965.500,530.870,37.80,30.00,268.60,156.40,147.70,246.80,53.40,267.10,20.80,109.10,151.80,131.20,68.90,259.00,3426.67
6:13:40,19.29,221.90,44.30,283.40,281.70,226.90,292.40,244.40,104.40,7577.340,7227.210,226.60,66.90,291.40,53.60,263.90,37.50,108.50,57.90,203.30,268.10,121.30,131.20,68.90,259.00,3426.67
6:13:45,19.29,221.90,44.30,283.40,281.70,226.90,292.40,244.40,104.40,7577.340,7227.210,226.60,66.90,291.40,53.60,263.90,37.50,108.50,57.90,203.30,268.10,121.30,153.40,200.40,254.10,4104.15
6:13:50,14.64,90.50,67.20,21.50,162.30,135.90,157.80,108.30,55.80,17.380,6461.500,61.70,33.20,55.20,243.20,20.60,200.90,122.90,87.10,245.20,268.10,121.30,153.40,200.40,254.10,4104.15
6:13:55,14.64,90.50,67.20,21.50,162.30,135.90,157.80,108.30,55.80,17.380,6461.500,61.70,33.20,55.20,243.20,20.60,200.90,122.90,87.10,245.20,176.40,183.90,96.30,265.40,145.10,1737.46
6:14:0,28.36,104.90,275.60,29.70,280.40,64.90,233.20,291.90,227.70,1757.200,2217.920,221.30,2.00,16.20,101.00,154.70,144.50,182.70,87.10,245.20,176.40,183.90,96.30,265.40,145.10,1737.46
6:14:5,28.36,104.90,275.60,29.70,280.40,64.90,233.20,291.90,227.70,1757.200,2217.920,221.30,2.00,16.20,101.00,154.70,144.50,182.70,169.50,97.20,149.50,191.80,167.80,233.80,82.80,6163.91
6:14:10,19.86,230.20,161.10,126.20,197.20,240.70,192.70,2.50,139.40,1844.600,2919.330,178.80,63.70,150.40,232.60,154.70,144.50,182.70,169.50,97.20,149.50,191.80,167.80,233.80,82.80,6163.91
6:14:15,19.86,230.20,161.10,126.20,197.20,240.70,192.70,2.50,139.40,1844.600,2919.330,178.80,63.70,150.40,232.60,245.10,37.90,9.10,295.10,280.50,56.80,280.90,216.60,67.00,0.60,5428.43
6:14:20,15.31,31.00,16.90,182.60,283.30,89.30,39.30,176.40,239.30,7394.160,2077.470,24.40,118.10,150.40,232.60,245.10,37.90,9.10,295.10,280.50,56.80,280.90,216.60,67.00,0.60,5428.43
6:14:25,15.31,31.00,16.90,182.60,283.30,89.30,39.30,176.40,239.30,7394.160,2077.470,24.40,118.10,127.60,188.70,89.40,144.30,109.30,236.80,292.40,230.40,168.00,195.20,101.80,51.70,7664.45
6:14:30,3.08,140.50,105.90,246.60,155.10,239.60,118.10,17.90,125.60,6095.520,643.870,24.40,118.10,127.60,188.70,89.40,144.30,109.30,236.80,292.40,230.40,168.00,195.20,101.80,51.70,7664.45
6:14:35,3.08,140.50,105.90,246.60,155.10,239.60,118.10,17.90,125.60,6095.520,649.870,245.10,26.40,273.70,34.30,31.80,272.30,258.60,43.20,247.00,234.30,5.80,213.00,251.90,206.20,7195.32
6:14:40,22.46,46.30,44.70,65.90,10.10,216.60,116.90,181.70,240.70,6412.960,649.870,245.10,26.40,273.70,34.30,31.80,272.30,258.60,43.20,247.00,234.30,5.80,213.00,251.90,206.20,7195.32
6:14:45,22.46,46.30,44.70,65.90,10.10,216.60,116.90,181.70,240.70,6418.120,92.280,40.80,151.70,268.60,277.00,229.80,155.60,14.80,254.10,156.80,0.40,265.30,218.10,94.00,179.00,7630.49
6:14:50,0.87,13.10,97.10,190.50,13.30,292.50,124.70,211.40,240.70,6418.120,92.280,40.80,151.70,268.60,277.00,229.80,155.60,14.80,254.10,156.80,0.40,265.30,218.10,94.00,179.00,7630.49
6:14:55,0.87,13.10,97.10,190.50,13.30,292.50,124.70,211.40,231.80,3068.060,3455.200,281.40,192.80,291.30,153.30,268.30,257.60,5.70,62.80,77.70,131.00,257.60,81.70,149.40,107.60,208.80
6:15:0,16.62,151.10,191.40,219.70,247.70,185.80,124.70,211.40,231.80,3068.060,3455.200,281.40,192.80,291.30,153.30,268.30,257.60,5.70,62.80,77.70,131.00,257.60,81.70,149.40,107.60,208.80
6:15:5,16.62,151.10,191.40,219.70,247.70,185.80,3.30,162.70,288.30,2557.020,2261.480,190.90,186.90,4.80,250.10,24.20,25.70,41.80,272.80,194.60,131.80,176.10,88.80,24.60,116.50,4638.33
6:15:10,24.79,260.50,265.10,219.70,247.70,185.80,3.30,162.70,288.30,2557.020,2261.480,190.90,186.90,4.80,250.10,24.20,25.70,41.80,272.80,194.60,131.80,176.10,88.80,24.60,116.50,4638.33
6:15:15,24.79,260.50,265.10,172.50,289.00,290.10,112.40,145.90,185.20,2862.510,3085.710,268.10,30.70,12.40,5.30,29.60,62.80,85.20,283.30,217.60,63.10,200.80,219.30,228.10,9.60,3022.51
6:15:20,16.87,260.50,265.10,172.50,289.00,290.10,112.40,145.90,185.20,2862.510,3085.710,268.10,30.70,12.40,5.30,29.60,62.80,85.20,283.30,217.60,63.10,200.80,219.30,228.10,9.60,3022.51
6:15:25,16.87,162.20,166.20,14.00,177.80,219.20,162.20,127.10,88.00,6019.250,6089.070,271.30,288.80,194.80,190.60,264.40,42.50,296.10,252.80,11.80,84.50,60.90,100.90,212.70,54.10,431.84
6:15:30,16.87,162.20,166.20,14.00,177.80,219.20,162.20,127.10,88.00,6019.250,6089.070,271.30,288.80,194.80,190.60,264.40,42.50,296.10,252.80,11.80,84.50,60.90,100.90,212.70,54.10,431.84
6:15:35,28.58,97.90,217.70,266.60,167.90,124.50,73.50,299.30,194.00,2546.090,7062.530,76.10,50.50,120.10,102.90,160.50,119.40,162.00,287.40,255.00,168.10,215.10,139.80,281.80,54.10,431.84
6:15:40,28.58,97.90,217.70,266.60,167.90,124.50,73.50,299.30,194.00,2546.090,7062.530,76.10,50.50,120.10,102.90,160.50,119.40,162.00,287.40,255.00,168.10,215.10,139.80,281.80,199.30,6635.23
6:15:45,12.08,297.90,52.40,51.90,201.70,68.00,167.80,209.10,167.90,4197.180,7337.940,248.80,77.80,30.20,234.20,239.50,298.60,107.80,154.60,103.40,202.90,169.90,139.80,281.80,199.30,6635.23
6:15:50,12.08,297.90,52.40,51.90,201.70,68.00,167.80,209.10,167.90,4197.180,7337.940,248.80,77.80,30.20,234.20,239.50,298.60,107.80,154.60,103.40,202.90,169.90,286.80,258.80,188.30,6608.64
6:15:55,24.41,29.00,75.40,83.30,152.50,279.00,296.20,199.90,116.10,180.960,1809.220,129.20,28.50,197.70,108.30,130.40,201.10,166.10,175.40,284.30,120.10,90.60,286.80,258.80,188.30,6608.64
6:16:0,24.41,29.00,75.40,83.30,152.50,279.00,296.20,199.90,116.10,180.960,1809.220,129.20,28.50,197.70,108.30,130.40,201.10,166.10,175.40,284.30,120.10,90.60,251.70,262.70,168.50,2098.66
6:16:5,2.81,240.60,231.20,260.30,286.00,101.00,197.10,151.20,93.90,3899.780,3949.910,85.60,39.10,31.30,236.30,30.60,189.80,246.00,51.90,96.20,20.20,223.40,251.70,262.70,168.50,2098.66
6:16:10,2.81,240.60,231.20,260.30,286.00,101.00,197.10,151.20,93.90,3899.780,3949.910,85.60,39.10,31.30,236.30,30.60,189.80,246.00,51.90,96.20,20.20,223.40,183.60,15.00,162.40,7345.80
6:16:15,11.14,271.00,291.50,49.20,229.60,16.80,169.00,70.10,176.00,757.990,1036.370,233.70,115.10,144.80,285.20,225.10,102.00,253.80,51.10,185.80,85.90,283.30,183.60,15.00,162.40,7345.80
6:16:20,11.14,271.00,291.50,49.20,229.60,16.80,169.00,70.10,176.00,757.990,1036.370,233.70,115.10,144.80,285.20,225.10,102.00,253.80,51.10,185.80,85.90,283.30,19.90,297.30,147.30,3592.80
6:16:25,22.11,279.80,218.20,284.50,205.80,283.60,187.80,252.10,150.20,2357.860,7133.690,169.90,88.90,158.00,49.20,81.10,221.70,147.20,114.30,87.80,156.70,220.00,19.90,297.30,147.30,3592.80
6:16:30,22.11,279.80,218.20,284.50,205.80,283.60,187.80,252.10,150.20,2357.860,7133.690,169.90,88.90,158.00,49.20,81.10,221.70,147.20,114.30,87.80,156.70,220.00,46.80,145.70,13.50,7636.62
6:16:35,14.94,170.60,125.50,89.50,89.50,154.10,237.40,43.00,91.50,1868.660,1408.260,210.50,64.80,173.80,21.90,231.70,254.90,46.00,256.70,254.70,107.30,44.30,46.80,145.70,13.50,7636.62
6:16:40,14.94,170.60,125.50,89.50,89.50,154.10,237.40,43.00,91.50,1868.660,1408.260,210.50,64.80,173.80,21.90,231.70,254.90,46.00,256.70,254.70,107.30,44.30,280.10,169.70,22.60,4634.47
6:16:45,15.46,102.10,172.50,228.70,179.60,4.80,57.40,122.40,160.80,2171.270,5981.810,125.50,170.00,175.50,294.10,47.90,40.20,136.40,92.50,64.70,114.20,0.30,280.10,169.70,22.60,4634.47
6:16:50,15.46,102.10,172.50,228.70,179.60,4.80,57.40,122.40,160.80,2171.270,5981.810,125.50,170.00,175.50,294.10,47.90,40.20,136.40,92.50,64.70,114.20,0.30,220.10,36.40,137.20,6711.37
6:16:55,20.35,196.50,1.30,150.80,290.50,258.10,122.50,102.40,38.90,2004.960,6627.790,172.20,58.50,31.60,81.30,220.20,4.90,289.50,77.30,274.50,219.90,22.30,220.10,36.40,137.20,6711.37
6:17:0,20.35,196.50,1.30,150.80,290.50,258.10,122.50,102.40,38.90,2004.960,6627.790,172.20,58.50,31.60,81.30,220.20,4.90,289.50,77.30,274.50,219.90,22.30,123.90,39.60,146.70,7161.34
6:17:5,24.13,119.60,60.80,161.20,180.70,112.60,96.20,70.30,123.70,7410.400,5182.350,134.10,65.70,36.50,31.70,108.10,202.60,115.60,99.20,152.90,88.20,73.30,123.90,39.60,146.70,7161.34
6:17:10,24.13,119.60,60.80,161.20,180.70,112.60,96.20,70.30,123.70,7410.400,5182.350,134.10,65.70,36.50,31.70,108.10,202.60,115.60,99.20,152.90,88.20,73.30,193.90,206.10,242.70,2213.36
6:17:15,8.63,298.60,10.70,201.20,300.00,279.40,275.30,171.20,166.20,5981.290,2510.570,44.80,171.10,262.60,79.30,254.20,32.40,213.10,189.30,19.50,163.40,73.30,193.90,206.10,242.70,2213.36
6:17:20,8.63,298.60,10.70,201.20,300.00,279.40,275.30,171.20,166.20,5981.290,2510.570,44.80,171.10,262.60,79.30,254.20,32.40,213.10,189.30,19.50,163.40,58.20,260.60,193.90,67.60,2821.01
6:17:25,14.09,274.20,185.40,237.20,91.40,77.60,9.90,295.80,199.40,5590.470,7288.530,123.60,258.20,256.40,257.40,260.30,117.00,42.90,189.30,19.50,163.40,58.20,260.60,193.90,67.60,2821.01
6:17:30,14.09,274.20,185.40,237.20,91.40,77.60,9.90,295.80,199.40,5590.470,7288.530,123.60,258.20,256.40,257.40,260.30,117.00,42.90,99.90,240.30,209.60,93.40,140.90,139.00,286.20,5372.58
6:17:35,1.28,206.60,2.70,164.00,179.50,282.30,9.50,51.20,184.20,3221.860,703.950,162.00,164.00,246.20,110.20,116.60,117.00,42.90,99.90,240.30,209.60,93.40,140.90,139.00,286.20,5372.58
6:17:40,1.28,206.60,2.70,164.00,179.50,282.30,9.50,51.20,184.20,3221.860,703.950,162.00,164.00,246.20,110.20,116.60,215.70,73.80,64.60,292.30,228.80,37.30,101.40,143.70,164.10,3122.07
6:17:45,0.74,0.50,130.90,106.60,171.80,62.20,8.20,98.70,275.80,4739.150,24.770,209.60,6.80,246.20,110.20,116.60,215.70,73.80,64.60,292.30,228.80,37.30,101.40,143.70,164.10,3122.07
6:17:50,0.74,0.50,130.90,106.60,171.80,62.20,8.20,98.70,275.80,4739.150,24.770,209.60,6.80,106.90,150.90,27.90,222.80,213.90,92.10,137.10,68.20,222.90,110.10,212.30,185.90,6617.30
6:17:55,13.97,194.50,256.20,273.90,273.00,274.50,43.30,285.80,294.90,2955.310,5077.950,209.60,6.80,106.90,150.90,27.90,222.80,213.90,92.10,137.10,68.20,222.90,110.10,212.30,185.90,6617.30
6:18:0,13.97,194.50,256.20,273.90,273.00,274.50,43.30,285.80,294.90,2955.310,5077.950,278.00,184.30,190.10,241.20,243.80,162.80,270.80,280.60,191.10,95.80,291.70,16.80,85.80,134.00,7166.78
6:18:5,8.16,19.00,208.80,67.40,234.30,117.90,249.70,224.20,269.00,6731.310,5077.950,278.00,184.30,190.10,241.20,243.80,162.80,270.80,280.60,191.10,95.80,291.70,16.80,85.80,134.00,7166.78
6:18:10,8.16,19.00,208.80,67.40,234.30,117.90,249.70,224.20,269.00,6735.250,377.570,67.20,222.30,117.10,299.00,21.30,50.40,29.40,264.40,280.50,239.70,49.40,228.10,12.40,254.40,6927.41
6:18:15,27.46,62.90,106.00,226.30,35.10,52.00,138.40,180.70,47.30,6735.250,377.570,67.20,222.30,117.10,299.00,21.30,50.40,29.40,264.40,280.50,239.70,49.40,228.10,12.40,254.40,6927.41
6:18:20,27.46,62.90,106.00,226.30,35.10,52.00,138.40,180.70,47.30,7190.410,4925.060,237.10,215.20,281.60,71.70,17.90,120.20,129.50,63.00,82.90,74.70,200.20,85.70,276.50,277.50,3871.54
6:18:25,6.28,30.00,25.40,145.70,44.00,1.80,138.40,180.70,47.30,7190.410,4925.060,237.10,215.20,281.60,71.70,17.90,120.20,129.50,63.00,82.90,74.70,200.20,85.70,276.50,277.50,3871.54
6:18:30,6.28,30.00,25.40,145.70,44.00,1.80,144.60,161.70,15.60,7214.590,6523.430,211.00,270.30,182.70,228.50,120.30,12.50,162.50,0.90,199.10,230.00,30.30,166.80,21.10,240.10,729.25
6:18:35,10.58,70.50,241.50,201.00,44.00,1.80,144.60,161.70,15.60,7214.590,6523.430,211.00,270.30,182.70,228.50,120.30,12.50,162.50,0.90,199.10,230.00,30.30,166.80,21.10,240.10,729.25
6:18:40,10.58,70.50,241.50,201.00,61.70,85.70,15.70,248.70,18.40,2951.720,2552.250,187.50,62.10,269.00,57.30,262.60,95.00,99.90,77.20,248.10,14.00,44.30,222.90,144.60,68.60,3420.21
6:18:45,2.27,70.50,241.50,201.00,61.70,85.70,15.70,248.70,18.40,2951.720,2552.250,187.50,62.10,269.00,57.30,262.60,95.00,99.90,77.20,248.10,14.00,44.30,222.90,144.60,68.60,3420.21
6:18:50,2.27,163.40,135.20,107.00,78.40,63.20,156.30,158.80,86.70,6118.500,3729.390,189.60,118.30,143.40,185.90,3.70,39.00,108.10,151.30,57.60,135.20,198.20,205.60,206.20,136.70,6333.50
6:18:55,2.27,163.40,135.20,107.00,78.40,63.20,156.30,158.80,86.70,6118.500,3729.390,189.60,118.30,143.40,185.90,3.70,39.00,108.10,151.30,57.60,135.20,198.20,205.60,206.20,136.70,6333.50
6:19:0,1.58,169.30,210.50,45.60,130.20,250.00,63.30,88.30,71.70,1736.440,5400.530,19.30,85.30,112.50,190.70,185.50,126.50,285.40,144.80,60.40,64.40,105.20,264.70,12.40,136.70,6333.50
6:19:5,1.58,169.30,210.50,45.60,130.20,250.00,63.30,88.30,71.70,1736.440,5400.530,19.30,85.30,112.50,190.70,185.50,126.50,285.40,144.80,60.40,64.40,105.20,264.70,12.40,265.10,791.84
6:19:10,1.96,300.00,219.40,179.30,287.90,153.50,207.90,91.60,39.90,4422.780,440.980,113.40,178.90,89.00,294.10,133.70,33.90,73.20,208.60,56.20,136.80,122.80,264.70,12.40,265.10,791.84
6:19:15,1.96,300.00,219.40,179.30,287.90,153.50,207.90,91.60,39.90,4422.780,440.980,113.40,178.90,89.00,294.10,133.70,33.90,73.20,208.60,56.20,136.80,122.80,96.70,159.40,74.80,701.87
6:19:20,10.20,210.80,236.50,283.90,11.70,52.30,286.40,131.30,205.90,7420.170,2362.100,104.40,135.70,175.70,233.20,268.20,34.30,277.60,234.70,201.80,297.30,24.80,96.70,159.40,74.80,701.87
6:19:25,10.20,210.80,236.50,283.90,11.70,52.30,286.40,131.30,205.90,7420.170,2362.100,104.40,135.70,175.70,233.20,268.20,34.30,277.60,234.70,201.80,297.30,24.80,80.30,159.40,280.10,3317.79
6:19:30,24.96,118.40,287.00,227.20,239.50,85.10,14.30,152.60,233.00,3691.840,370.390,233.30,183.70,2.00,68.60,75.60,268.50,113.10,199.80,248.20,201.30,263.90,80.30,159.40,280.10,3317.79
6:19:35,24.96,118.40,287.00,227.20,239.50,85.10,14.30,152.60,233.00,3691.840,370.390,233.30,183.70,2.00,68.60,75.60,268.50,113.10,199.80,248.20,201.30,263.90,230.90,206.50,22.70,295.15
6:19:40,28.81,66.00,140.80,279.90,131.30,233.40,76.30,136.10,239.70,3540.490,4660.940,99.30,70.90,105.30,141.00,26.10,26.80,263.60,69.80,55.90,42.20,289.00,230.90,206.50,22.70,295.15
6:19:45,28.81,66.00,140.80,279.90,131.30,233.40,76.30,136.10,239.70,3540.490,4660.940,99.30,70.90,105.30,141.00,26.10,26.80,263.60,69.80,55.90,42.20,289.00,297.90,68.00,144.10,472.94
6:19:50,5.48,121.00,226.10,76.70,37.30,97.60,137.40,81.50,227.60,5246.750,4202.020,253.90,187.20,18.90,293.50,231.40,4.30,137.10,242.30,94.80,239.80,140.20,297.90,68.00,144.10,472.94
6:19:55,5.48,121.00,226.10,76.70,37.30,97.60,137.40,81.50,227.60,5246.750,4202.020,253.90,187.20,18.90,293.50,231.40,4.30,137.10,242.30,94.80,239.80,140.20,225.30,226.30,210.80,1650.49
6:20:0,21.26,35.10,283.90,190.00,112.40,115.80,4.90,20.00,230.70,4234.960,1881.010,67.80,211.90,192.70,24.40,140.90,18.20,16.40,107.50,107.30,251.80,113.90,225.30,226.30,210.80,1650.49
6:20:5,21.26,35.10,283.90,190.00,112.40,115.80,4.90,20.00,230.70,4234.960,1881.010,67.80,211.90,192.70,24.40,140.90,18.20,16.40,107.50,107.30,251.80,113.90,226.30,295.00,74.10,3413.78
6:20:10,22.13,21.50,172.30,7.80,96.90,148.00,161.00,186.40,114.90,4606.000,2513.920,110.40,271.00,48.40,241.90,176.80,161.50,212.30,67.90,278.70,204.70,59.40,226.30,295.00,74.10,3413.78
6:20:15,22.13,21.50,172.30,7.80,96.90,148.00,161.00,186.40,114.90,4606.000,2513.920,110.40,271.00,48.40,241.90,176.80,161.50,212.30,67.90,278.70,204.70,59.40,250.50,117.50,231.30,1555.64
6:20:20,16.65,84.70,253.90,212.90,80.40,204.60,40.40,173.30,198.50,6809.380,2237.950,157.70,256.70,195.00,142.90,293.80,299.00,264.00,177.50,39.90,191.50,58.70,250.50,117.50,231.30,1555.64
6:20:25,16.65,84.70,253.90,212.90,80.40,204.60,40.40,173.30,198.50,6809.380,2237.950,157.70,256.70,195.00,142.90,293.80,299.00,264.00,177.50,39.90,191.50,58.70,120.50,182.30,71.20,6161.74
6:20:30,10.21,185.40,173.40,137.50,110.10,159.40,231.30,75.00,21.40,910.390,7532.690,27.60,135.50,21.00,224.60,124.10,178.00,7.10,252.50,190.40,163.70,75.40,120.50,182.30,71.20,6161.74
6:20:35,10.21,185.40,173.40,137.50,110.10,159.40,231.30,75.00,21.40,910.390,7532.690,27.60,135.50,21.00,224.60,124.10,178.00,7.10,252.50,190.40,163.70,75.40,291.00,65.20,251.40,329.59
6:20:40,24.70,80.40,152.90,280.20,78.60,279.70,15.70,47.10,72.10,5320.640,1232.110,223.00,140.20,71.40,56.90,283.80,21.30,81.60,192.90,248.30,66.40,75.40,291.00,65.20,251.40,329.59
6:20:45,24.70,80.40,152.90,280.20,78.60,279.70,15.70,47.10,72.10,5320.640,1232.110,223.00,140.20,71.40,56.90,283.80,21.30,81.60,192.90,248.30,66.40,106.80,181.10,262.30,177.60,3272.68
6:20:50,27.03,184.30,183.50,272.50,266.60,209.30,119.20,86.80,74.90,3783.280,1176.150,253.20,67.10,29.50,297.00,30.80,245.90,95.80,192.90,248.30,66.40,106.80,181.10,262.30,177.60,3272.68
6:20:55,27.03,184.30,183.50,272.50,266.60,209.30,119.20,86.80,74.90,3783.280,1176.150,253.20,67.10,29.50,297.00,30.80,245.90,95.80,22.40,269.20,93.70,240.60,148.70,218.30,8.80,4350.62
6:21:0,16.46,281.00,91.50,31.60,266.00,247.20,172.70,69.30,55.50,462.570,5903.440,223.60,89.10,52.90,275.70,35.90,245.90,95.80,22.40,269.20,93.70,240.60,148.70,218.30,8.80,4350.62
6:21:5,16.46,281.00,91.50,31.60,266.00,247.20,172.70,69.30,55.50,462.570,5903.440,223.60,89.10,52.90,275.70,35.90,131.80,19.50,243.10,59.70,192.60,185.00,221.30,214.40,233.20,1720.75
6:21:10,13.08,115.30,250.50,294.00,199.90,71.00,27.20,289.40,185.70,2492.430,2771.940,251.40,128.60,52.90,275.70,35.90,131.80,19.50,243.10,59.70,192.60,185.00,221.30,214.40,233.20,1720.75
6:21:15,13.08,115.30,250.50,294.00,199.90,71.00,27.20,289.40,185.70,2492.430,2771.940,251.40,128.60,82.50,277.00,222.60,96.00,185.50,257.80,168.00,265.70,90.80,210.00,210.40,243.70,3764.10
6:21:20,18.21,73.80,299.30,67.20,173.70,264.90,58.80,214.00,279.50,3946.690,3739.380,251.40,128.60,82.50,277.00,222.60,96.00,185.50,257.80,168.00,265.70,90.80,210.00,210.40,243.70,3764.10
6:21:25,18.21,73.80,299.30,67.20,173.70,264.90,58.80,214.00,279.50,3946.690,3739.380,217.70,277.80,224.60,54.10,274.40,207.50,200.30,206.30,143.80,294.20,283.30,95.00,88.10,215.00,7521.04
6:21:30,19.86,181.30,268.70,93.50,163.80,268.50,17.10,37.70,198.90,1995.970,3739.380,217.70,277.80,224.60,54.10,274.40,207.50,200.30,206.30,143.80,294.20,283.30,95.00,88.10,215.00,7521.04
6:21:35,19.86,181.30,268.70,93.50,163.80,268.50,17.10,37.70,198.90,2003.860,7681.230,40.00,19.50,41.40,248.40,257.00,256.90,230.90,242.10,203.40,177.80,83.10,65.70,50.10,55.00,736.73
